"","player.name","player.id","team.name","minutes_played","matches_played","matches_started","sub_apps","most_played_position","position.id","passes_completed","passes_attempted","progressive_passes_completed","progressive_passes_attempted","distanced_progressed_passes","final_3rd_passes_completed","final_3rd_passes_attempted","penalty_box_passes_completed","penalty_box_passes_attempted","assists","xGA","key_passes","short_passes_completed","short_passes_attempted","medium_passes_completed","medium_passes_attempted","long_passes_completed","long_passes_attempted","through_balls_completed","through_balls_attempted","switches_completed","switches_attempted","passes_under_pressure_completed","passes_under_pressure_attempted","crosses_completed","crosses_attempted","passes_completion_rate","progressive_passes_completion_rate","final_3rd_passes_completion_rate","penalty_box_passes_completion_rate","crosses_completion_rate","switches_completion_rate","through_balls_completion_rate","passes_under_pressure_completion_rate","passes_completed_per90","passes_attempted_per90","progressive_passes_completed_per90","progressive_passes_attempted_per90","distanced_progressed_passes_per90","final_3rd_passes_completed_per90","final_3rd_passes_attempted_per90","penalty_box_passes_completed_per90","penalty_box_passes_attempted_per90","assists_per90","xGA_per90","key_passes_per90","short_passes_completed_per90","short_passes_attempted_per90","medium_passes_completed_per90","medium_passes_attempted_per90","long_passes_completed_per90","long_passes_attempted_per90","through_balls_completed_per90","through_balls_attempted_per90","switches_completed_per90","switches_attempted_per90","passes_under_pressure_completed_per90","passes_under_pressure_attempted_per90","crosses_completed_per90","crosses_attempted_per90","5050_completed","5050_attempted","yellow_cards","red_cards","ball_recoveries_attempted","ball_recoveries_completed","blocks_completed","blocks_SoT","clearances_completed","dribbled_past","tackles_won","tackles_attempted","errors","fouls_committed","penalties_committed","interceptions_attempted","interceptions_completed","own_goals_conceded","time_pressuring_seconds","possesion_won_defensive_3rd","possesion_won_middle_3rd","possesion_won_attacking_3rd","5050_success_rate","ball_recovery_success_rate","interception_success_rate","tackle_success_rate","5050_completed_per90","5050_attempted_per90","yellow_cards_per90","red_cards_per90","ball_recoveries_attempted_per90","ball_recoveries_completed_per90","blocks_completed_per90","blocks_SoT_per90","clearances_completed_per90","dribbled_past_per90","tackles_won_per90","tackles_attempted_per90","errors_per90","fouls_committed_per90","penalties_committed_per90","interceptions_attempted_per90","interceptions_completed_per90","own_goals_conceded_per90","time_pressuring_seconds_per90","possesion_won_defensive_3rd_per90","possesion_won_middle_3rd_per90","possesion_won_attacking_3rd_per90","carries","progressive_carries","distanced_progressed_carries","final_3rd_carries_attempted","penalty_box_carries_attempted","dribbles_completed","dribbles_attempted","times_dispossessed","miscontrols","fouls_won","penalties_won","balls_received_box","dribble_success_rate","carries_per90","progressive_carries_per90","distanced_progressed_carries_per90","final_3rd_carries_attempted_per90","penalty_box_carries_attempted_per90","dribbles_completed_per90","dribbles_attempted_per90","times_dispossessed_per90","miscontrols_per90","fouls_won_per90","penalties_won_per90","balls_received_box_per90","shots","goals","shots_off_target","blocked_shots","shots_woodwork","shots_on_target","shots_inside_box","goals_inside_box","shots_outside_box","goals_outside_box","pens_scored","pens_taken","xG","npxG","goals_direct_fk","goals_indirect_fk","goals_corners","shot_accuracy","conversion_rate","penalty_conversion_rate","inside_box_conversion_rate","outside_box_conversion_rate","outside_box_shot_rate","goals_xG_diff","shots_per90","goals_per90","shots_off_target_per90","blocked_shots_per90","shots_woodwork_per90","shots_on_target_per90","shots_inside_box_per90","goals_inside_box_per90","shots_outside_box_per90","goals_outside_box_per90","pens_scored_per90","pens_taken_per90","xG_per90","npxG_per90","goals_direct_fk_per90","goals_indirect_fk_per90","goals_corners_per90","shot_accuracy_per90","goals_xG_diff_per90","own_goals_conceded_gk","collects_completed","collects_attempted","goals_conceded_gk","sweeper","penalties_saved","penalties_faced","penalties_saved_danger","punches_completed","punches_attempted","smothers_completed","smothers_attempted","shots_saved","shots_faced_on_target","saved_danger","goals_from_gk","xG_against_gk","collect_success_rate","punch_success_rate","smother_success_rate","save_percentage","penalty_save_rate","xG_prevented","own_goals_conceded_gk_per90","collects_completed_per90","collects_attempted_per90","goals_conceded_gk_per90","sweeper_per90","penalties_saved_per90","penalties_faced_per90","penalties_saved_danger_per90","punches_completed_per90","punches_attempted_per90","smothers_completed_per90","smothers_attempted_per90","shots_saved_per90","shots_faced_on_target_per90","saved_danger_per90","goals_from_gk_per90","xG_against_gk_per90","save_percentage_per90","xG_prevented_per90","progressive_actions","distanced_progressed","passed_offside","been_offside","aerial_duel_won","aerial_duel_attempted","aerial_duel_success_rate","progressive_actions_per90","distanced_progressed_per90","passed_offside_per90","been_offside_per90","aerial_duel_won_per90","aerial_duel_attempted_per90","goals_for_on_pitch","xG_for_on_pitch","npxG_for_on_pitch","goals_against_on_pitch","xG_against_on_pitch","npxG_against_on_pitch","offsides_won_data","goals_for_counter_on_pitch","net_goals_on_pitch","net_xG_on_pitch","net_npxG_on_pitch","goals_for_on_pitch_per90","xG_for_on_pitch_per90","npxG_for_on_pitch_per90","goals_against_on_pitch_per90","xG_against_on_pitch_per90","npxG_against_on_pitch_per90","offsides_won_data_per90","goals_for_counter_on_pitch_per90","net_goals_on_pitch_per90","net_xG_on_pitch_per90","net_npxG_on_pitch_per90"
"272","Jordan Veretout",7153,"Aston Villa",1930.18,25,21,4,"Right Center Midfield",13,854,1090,135,211,2555.2,106,149,42,118,5,3.33,40,350,401,373,444,112,204,2,6,26,38,130,171,13,40,78.35,63.98,71.14,35.59,32.5,68.42,33.33,76.02,39.82,50.82,6.29,9.84,119.14,4.94,6.95,1.96,5.5,0.23,0.16,1.87,16.32,18.7,17.39,20.7,5.22,9.51,0.09,0.28,1.21,1.77,6.06,7.97,0.61,1.87,0,0,4,0,118,105,34,0,26,26,19,33,1,26,0,14,9,0,202.57,33,55,31,0,88.98,64.29,57.58,0,0,0.19,0,5.5,4.9,1.59,0,1.21,1.21,0.89,1.54,0.05,1.21,0,0.65,0.42,0,9.45,1.54,2.56,1.45,858,27,614.8,44,6,11,14,24,29,28,0,19,78.57,40.01,1.26,28.67,2.05,0.28,0.51,0.65,1.12,1.35,1.31,0,0.89,20,0,13,7,0,7,4,0,16,0,0,0,1.26,1.26,0,0,0,35,0,0,0,0,25,-1.26,0.93,0,0.61,0.33,0,0.33,0.19,0,0.75,0,0,0,0.06,0.06,0,0,0,1.63,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,3170,4,1,17,51,33.33,7.55,147.81,0.19,0.05,0.79,2.38,12,14.77,13.99,35,35.15,35.15,46,0,-23,-20.38,-21.16,0.56,0.69,0.65,1.63,1.64,1.64,2.14,0,-1.07,-0.95,-0.99
"273","Jordi Amat",6652,"Swansea City",510.93,8,5,3,"Right Center Back",3,145,185,8,18,152.8,6,14,0,1,0,0,0,39,45,80,95,23,38,0,0,2,3,32,45,0,1,78.38,44.44,42.86,0,0,66.67,0,71.11,25.54,32.59,1.41,3.17,26.92,1.06,2.47,0,0.18,0,0,0,6.87,7.93,14.09,16.73,4.05,6.69,0,0,0.35,0.53,5.64,7.93,0,0.18,0,0,0,0,16,14,12,0,26,3,4,5,1,4,0,14,5,0,24.21,9,8,1,0,87.5,35.71,80,0,0,0,0,2.82,2.47,2.11,0,4.58,0.53,0.7,0.88,0.18,0.7,0,2.47,0.88,0,4.26,1.59,1.41,0.18,137,0,0,0,0,2,2,2,0,3,0,3,100,24.13,0,0,0,0,0.35,0.35,0.35,0,0.53,0,0.53,1,0,1,0,0,0,1,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0,-0.31,0.18,0,0.18,0,0,0,0.18,0,0,0,0,0,0.06,0.06,0,0,0,0,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,44,0,0,0,0,1.94,4.4,10,6.7,6.7,4,10.1,10.1,12,2,6,-3.4,-3.4,1.76,1.18,1.18,0.7,1.78,1.78,2.11,0.35,1.06,-0.6,-0.6
"274","Jordi Gómez",43627,"Sunderland",360.25,6,5,1,"Left Center Midfield",15,143,173,20,37,401.9,16,29,4,17,0,0.24,3,71,75,52,59,18,30,0,1,3,5,21,25,1,3,82.66,54.05,55.17,23.53,33.33,60,0,84,35.73,43.22,5,9.24,100.41,4,7.24,1,4.25,0,0.06,0.75,17.74,18.74,12.99,14.74,4.5,7.49,0,0.25,0.75,1.25,5.25,6.25,0.25,0.75,0,1,0,0,19,15,9,0,9,11,5,8,0,7,0,2,1,0,25.24,5,9,1,0,78.95,50,62.5,0,0.25,0,0,4.75,3.75,2.25,0,2.25,2.75,1.25,2,0,1.75,0,0.5,0.25,0,6.31,1.25,2.25,0.25,99,5,66.4,8,0,2,2,1,2,5,0,1,100,24.73,1.25,16.59,2,0,0.5,0.5,0.25,0.5,1.25,0,0.25,2,0,1,1,0,1,0,0,2,0,0,0,0.02,0.02,0,0,0,50,0,0,0,0,0,-0.02,0.5,0,0.25,0.25,0,0.25,0,0,0.5,0,0,0,0.01,0.01,0,0,0,12.49,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,468.3,2,0,6,9,66.67,6.25,116.99,0.5,0,1.5,2.25,1,3.36,3.36,8,6.6,6.6,10,0,-7,-3.24,-3.24,0.25,0.84,0.84,2,1.65,1.65,2.5,0,-1.75,-0.81,-0.81
"275","Jordon Ibe",3635,"Liverpool",1297.05,27,12,15,"Right Wing",17,442,559,62,80,1088.7,35,40,28,74,1,1.73,19,232,264,167,198,32,61,0,1,7,12,64,80,8,31,79.07,77.5,87.5,37.84,25.81,58.33,0,80,30.67,38.79,4.3,5.55,75.54,2.43,2.78,1.94,5.13,0.07,0.12,1.32,16.1,18.32,11.59,13.74,2.22,4.23,0,0.07,0.49,0.83,4.44,5.55,0.56,2.15,0,1,0,0,90,81,12,0,2,10,5,13,0,13,0,5,3,0,99.79,24,34,29,0,90,60,38.46,0,0.07,0,0,6.24,5.62,0.83,0,0.14,0.69,0.35,0.9,0,0.9,0,0.35,0.21,0,6.92,1.67,2.36,2.01,600,101,1929,61,41,44,77,44,30,17,0,24,57.14,41.63,7.01,133.85,4.23,2.84,3.05,5.34,3.05,2.08,1.18,0,1.67,30,1,24,12,1,6,14,1,16,0,0,0,1.27,1.27,0,0,0,20,3.33,0,7.14,0,87.5,-0.27,2.08,0.07,1.67,0.83,0.07,0.42,0.97,0.07,1.11,0,0,0,0.09,0.09,0,0,0,1.39,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3017.7,0,1,3,20,15,11.31,209.39,0,0.07,0.21,1.39,21,20.81,20.02,23,16.91,16.91,22,0,-2,3.89,3.11,1.46,1.44,1.39,1.6,1.17,1.17,1.53,0,-0.14,0.27,0.22
"276","Jordon Mutch",15892,"Crystal Palace",896.6,20,7,13,"Center Attacking Midfield",19,253,357,28,65,522.4,17,34,10,48,0,0.5,7,113,138,95,122,29,68,1,3,11,19,47,70,4,21,70.87,43.08,50,20.83,19.05,57.89,33.33,67.14,25.4,35.84,2.81,6.52,52.44,1.71,3.41,1,4.82,0,0.05,0.7,11.34,13.85,9.54,12.25,2.91,6.83,0.1,0.3,1.1,1.91,4.72,7.03,0.4,2.11,0,2,0,0,47,38,10,0,8,10,15,24,0,12,0,11,7,0,107.52,11,19,17,0,80.85,63.64,62.5,0,0.2,0,0,4.72,3.81,1,0,0.8,1,1.51,2.41,0,1.2,0,1.1,0.7,0,10.79,1.1,1.91,1.71,286,33,695.1,21,8,12,16,16,24,11,0,27,75,28.71,3.31,69.77,2.11,0.8,1.2,1.61,1.61,2.41,1.1,0,2.71,16,0,14,6,0,2,11,0,5,0,0,0,1.18,1.18,0,0,0,12.5,0,0,0,0,220,-1.18,1.61,0,1.41,0.6,0,0.2,1.1,0,0.5,0,0,0,0.12,0.12,0,0,0,1.25,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1217.5,1,3,17,48,35.42,6.12,122.21,0.1,0.3,1.71,4.82,12,10.06,10.06,14,14.71,14.71,10,0,-2,-4.65,-4.65,1.2,1.01,1.01,1.41,1.48,1.48,1,0,-0.2,-0.47,-0.47
"277","Jordy Clasie",16181,"Southampton",1585.8,22,20,2,"Left Defensive Midfield",11,665,828,87,153,1684.2,68,122,17,51,0,0.5,10,253,294,307,361,94,156,1,6,25,33,93,122,2,9,80.31,56.86,55.74,33.33,22.22,75.76,16.67,76.23,37.74,46.99,4.94,8.68,95.58,3.86,6.92,0.96,2.89,0,0.03,0.57,14.36,16.69,17.42,20.49,5.33,8.85,0.06,0.34,1.42,1.87,5.28,6.92,0.11,0.51,2,5,5,0,80,71,36,0,31,51,29,42,0,24,0,29,20,0,225.93,21,49,24,40,88.75,68.97,69.05,0.11,0.28,0.28,0,4.54,4.03,2.04,0,1.76,2.89,1.65,2.38,0,1.36,0,1.65,1.14,0,12.82,1.19,2.78,1.36,544,8,138.5,11,1,6,11,12,7,9,0,11,54.55,30.87,0.45,7.86,0.62,0.06,0.34,0.62,0.68,0.4,0.51,0,0.62,14,0,13,6,0,1,3,0,11,0,0,0,0.54,0.54,0,0,0,7.14,0,0,0,0,27.27,-0.54,0.79,0,0.74,0.34,0,0.06,0.17,0,0.62,0,0,0,0.03,0.03,0,0,0,0.41,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1822.7,2,1,14,44,31.82,5.39,103.44,0.11,0.06,0.79,2.5,22,22.14,21.36,18,15.77,15.77,22,1,4,6.37,5.59,1.25,1.26,1.21,1.02,0.9,0.9,1.25,0.06,0.23,0.36,0.32
"278","Jose Cholevas",3725,"Watford",1001.38,11,11,0,"Left Back",6,386,531,45,93,1102,32,67,11,32,0,0.66,7,201,224,128,183,45,96,0,1,2,7,39,63,4,17,72.69,48.39,47.76,34.38,23.53,28.57,0,61.9,34.69,47.72,4.04,8.36,99.04,2.88,6.02,0.99,2.88,0,0.06,0.63,18.07,20.13,11.5,16.45,4.04,8.63,0,0.09,0.18,0.63,3.51,5.66,0.36,1.53,0,1,2,0,68,58,18,0,42,12,15,26,1,11,1,18,15,0,60.8,39,29,4,0,85.29,83.33,57.69,0,0.09,0.18,0,6.11,5.21,1.62,0,3.77,1.08,1.35,2.34,0.09,0.99,0.09,1.62,1.35,0,5.46,3.51,2.61,0.36,386,37,797.8,32,5,17,35,15,13,5,0,5,48.57,34.69,3.33,71.7,2.88,0.45,1.53,3.15,1.35,1.17,0.45,0,0.45,13,0,11,7,0,2,5,0,8,0,0,0,0.56,0.56,0,0,0,15.38,0,0,0,0,62.5,-0.56,1.17,0,0.99,0.63,0,0.18,0.45,0,0.72,0,0,0,0.05,0.05,0,0,0,1.38,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1899.8,2,0,24,35,68.57,7.37,170.75,0.18,0,2.16,3.15,4,9.46,7.89,16,15.59,15.59,22,1,-12,-6.13,-7.7,0.36,0.85,0.71,1.44,1.4,1.4,1.98,0.09,-1.08,-0.55,-0.69
"279","Joselu",3265,"Stoke City",1200.22,22,10,12,"Center Forward",23,268,376,13,37,258,13,34,5,15,1,0.83,9,147,194,82,115,22,37,1,3,3,7,71,111,5,12,71.28,35.14,38.24,33.33,41.67,42.86,33.33,63.96,20.1,28.19,0.97,2.77,19.35,0.97,2.55,0.37,1.12,0.07,0.06,0.67,11.02,14.55,6.15,8.62,1.65,2.77,0.07,0.22,0.22,0.52,5.32,8.32,0.37,0.9,0,0,0,0,47,36,23,0,9,17,7,11,0,22,0,4,2,0,120.92,6,21,15,0,76.6,50,63.64,0,0,0,0,3.52,2.7,1.72,0,0.67,1.27,0.52,0.82,0,1.65,0,0.3,0.15,0,9.07,0.45,1.57,1.12,268,15,263.3,5,6,10,25,20,32,21,1,94,40,20.1,1.12,19.74,0.37,0.45,0.75,1.87,1.5,2.4,1.57,0.07,7.05,29,4,13,4,0,16,18,2,11,2,0,0,2.58,2.58,0,1,1,55.17,13.79,0,11.11,18.18,163.64,1.42,2.17,0.3,0.97,0.3,0,1.2,1.35,0.15,0.82,0.15,0,0,0.19,0.19,0,0.07,0.07,4.14,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,521.3,3,9,57,114,50,2.1,39.09,0.22,0.67,4.27,8.55,16,12.39,10.04,22,19.91,19.91,14,1,-6,-7.51,-9.86,1.2,0.93,0.75,1.65,1.49,1.49,1.05,0.07,-0.45,-0.56,-0.74
"280","Josh Cullen",4837,"West Ham United",5.6,1,0,1,"Center Forward",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0,-0.15,-0.15,0,0,0,0,2.43,2.43,0,0,0,-2.43,-2.43
"281","Josh Onomah",16067,"Tottenham Hotspur",122.42,8,0,8,"Right Wing",17,32,49,5,6,95.6,4,4,1,5,0,0,0,20,27,10,15,2,5,0,0,0,1,7,12,1,7,65.31,83.33,100,20,14.29,0,0,58.33,23.53,36.02,3.68,4.41,70.28,2.94,2.94,0.74,3.68,0,0,0,14.7,19.85,7.35,11.03,1.47,3.68,0,0,0,0.74,5.15,8.82,0.74,5.15,0,0,0,0,4,4,3,0,0,2,4,5,0,1,0,0,0,0,13.22,1,1,4,0,100,0,80,0,0,0,0,2.94,2.94,2.21,0,0,1.47,2.94,3.68,0,0.74,0,0,0,0,9.72,0.74,0.74,2.94,46,5,89.3,3,3,2,4,2,3,1,0,5,50,33.82,3.68,65.65,2.21,2.21,1.47,2.94,1.47,2.21,0.74,0,3.68,3,0,1,0,0,2,2,0,1,0,0,0,0.19,0.19,0,0,0,66.67,0,0,0,0,200,-0.19,2.21,0,0.74,0,0,1.47,1.47,0,0.74,0,0,0,0.14,0.14,0,0,0,49.01,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,184.9,0,0,1,1,100,7.35,135.94,0,0,0.74,0.74,3,2.13,1.35,4,1.94,1.94,1,0,-1,0.19,-0.59,2.21,1.57,0.99,2.94,1.42,1.42,0.74,0,-0.74,0.14,-0.43
"282","Joshua King",3346,"AFC Bournemouth",2008.32,31,24,7,"Center Forward",23,338,457,34,58,492.8,14,29,16,32,2,2.71,23,205,249,85,126,15,27,4,5,1,5,87,137,8,23,73.96,58.62,48.28,50,34.78,20,80,63.5,15.15,20.48,1.52,2.6,22.08,0.63,1.3,0.72,1.43,0.09,0.12,1.03,9.19,11.16,3.81,5.65,0.67,1.21,0.18,0.22,0.04,0.22,3.9,6.14,0.36,1.03,0,0,1,0,104,89,28,0,19,14,24,33,0,36,1,10,7,0,295.84,12,57,39,0,85.58,70,72.73,0,0,0.04,0,4.66,3.99,1.25,0,0.85,0.63,1.08,1.48,0,1.61,0.04,0.45,0.31,0,13.26,0.54,2.55,1.75,600,94,2044.3,50,43,57,103,76,100,31,0,191,55.34,26.89,4.21,91.61,2.24,1.93,2.55,4.62,3.41,4.48,1.39,0,8.56,56,6,35,16,1,21,43,6,13,0,0,0,5.84,5.84,0,0,2,37.5,10.71,0,13.95,0,330.77,0.16,2.51,0.27,1.57,0.72,0.04,0.94,1.93,0.27,0.58,0,0,0,0.26,0.26,0,0,0.09,1.68,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,128,2537.1,2,16,40,114,35.09,5.74,113.7,0.09,0.72,1.79,5.11,25,23.29,23.29,38,25.98,25.98,37,0,-13,-2.69,-2.69,1.12,1.04,1.04,1.7,1.16,1.16,1.66,0,-0.58,-0.12,-0.12
"283","José Crespo",18404,"Aston Villa",96.17,1,1,0,"Left Center Back",5,27,30,0,0,0,2,2,0,0,0,0,0,11,13,9,9,7,7,0,0,2,2,4,5,0,0,90,0,100,0,0,100,0,80,25.27,28.08,0,0,0,1.87,1.87,0,0,0,0,0,10.29,12.17,8.42,8.42,6.55,6.55,0,0,1.87,1.87,3.74,4.68,0,0,0,0,0,0,3,3,1,0,2,1,0,0,0,1,0,0,0,0,3.99,1,2,0,0,100,0,0,0,0,0,0,2.81,2.81,0.94,0,1.87,0.94,0,0,0,0.94,0,0,0,0,3.74,0.94,1.87,0,18,0,0,0,0,0,0,0,0,1,0,0,0,16.85,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,0,0,0,0,0.94,1.87,0,0.62,0.62,1,1.41,1.41,2,0,-1,-0.79,-0.79,0,0.58,0.58,0.94,1.32,1.32,1.87,0,-0.94,-0.74,-0.74
"284","José Fonte",3960,"Southampton",3391.42,37,37,0,"Right Center Back",3,1375,1642,138,205,3138.7,102,188,9,33,0,0.37,5,374,413,673,741,313,449,0,2,27,36,118,179,3,7,83.74,67.32,54.26,27.27,42.86,75,0,65.92,36.49,43.57,3.66,5.44,83.29,2.71,4.99,0.24,0.88,0,0.01,0.13,9.93,10.96,17.86,19.66,8.31,11.92,0,0.05,0.72,0.96,3.13,4.75,0.08,0.19,0,0,4,1,128,117,67,0,229,20,33,51,2,24,1,58,28,0,135.82,89,47,11,0,91.41,48.28,64.71,0,0,0.11,0.03,3.4,3.1,1.78,0,6.08,0.53,0.88,1.35,0.05,0.64,0.03,1.54,0.74,0,3.6,2.36,1.25,0.29,1136,19,344.9,11,0,4,4,9,7,12,0,48,100,30.15,0.5,9.15,0.29,0,0.11,0.11,0.24,0.19,0.32,0,1.27,24,2,17,5,0,7,22,2,2,0,0,0,2.73,2.73,0,0,2,29.17,8.33,0,9.09,0,1100,-0.73,0.64,0.05,0.45,0.13,0,0.19,0.58,0.05,0.05,0,0,0,0.07,0.07,0,0,0.05,0.77,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,3483.6,7,1,113,180,62.78,4.17,92.45,0.19,0.03,3,4.78,53,51.45,48.32,38,37.51,37.51,53,6,15,13.94,10.8,1.41,1.37,1.28,1.01,1,1,1.41,0.16,0.4,0.37,0.29
"285","José Jurado",6870,"Watford",2060.27,27,27,0,"Left Midfield",16,831,1035,94,152,1831,68,98,28,90,0,3.02,39,460,525,277,333,64,122,4,10,15,24,139,175,10,34,80.29,61.84,69.39,31.11,29.41,62.5,40,79.43,36.3,45.21,4.11,6.64,79.98,2.97,4.28,1.22,3.93,0,0.13,1.7,20.09,22.93,12.1,14.55,2.8,5.33,0.17,0.44,0.66,1.05,6.07,7.64,0.44,1.49,1,3,3,0,156,146,37,0,9,25,19,34,0,15,0,17,11,0,162.12,44,64,60,33.33,93.59,64.71,55.88,0.04,0.13,0.13,0,6.81,6.38,1.62,0,0.39,1.09,0.83,1.49,0,0.66,0,0.74,0.48,0,7.08,1.92,2.8,2.62,961,75,1448.5,67,14,52,86,49,47,44,1,38,60.47,41.98,3.28,63.28,2.93,0.61,2.27,3.76,2.14,2.05,1.92,0.04,1.66,36,0,25,8,2,10,7,0,29,0,0,0,1.59,1.59,0,0,0,27.78,0,0,0,0,24.14,-1.59,1.57,0,1.09,0.35,0.09,0.44,0.31,0,1.27,0,0,0,0.07,0.07,0,0,0,1.21,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,3279.5,1,2,12,47,25.53,7.38,143.26,0.04,0.09,0.52,2.05,18,22.35,20,26,28.86,28.86,67,0,-8,-6.51,-8.86,0.79,0.98,0.87,1.14,1.26,1.26,2.93,0,-0.35,-0.28,-0.39
"286","João Carlos",10326,"Liverpool",7.92,1,0,1,"Left Center Midfield",15,3,3,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,34.11,34.11,0,0,0,0,0,0,0,0,0,0,22.74,22.74,11.37,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1.65,0,0,1,0,100,0,0,0,0,0,0,11.37,11.37,11.37,0,0,0,0,11.37,0,0,0,0,0,0,18.72,0,0,11.37,3,0,0,0,0,0,0,1,0,0,0,0,0,34.11,0,0,0,0,0,0,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
