"","player.name","player.id","team.name","minutes_played","matches_played","matches_started","sub_apps","most_played_position","position.id","passes_completed","passes_attempted","progressive_passes_completed","progressive_passes_attempted","distanced_progressed_passes","final_3rd_passes_completed","final_3rd_passes_attempted","penalty_box_passes_completed","penalty_box_passes_attempted","assists","xGA","key_passes","short_passes_completed","short_passes_attempted","medium_passes_completed","medium_passes_attempted","long_passes_completed","long_passes_attempted","through_balls_completed","through_balls_attempted","switches_completed","switches_attempted","passes_under_pressure_completed","passes_under_pressure_attempted","crosses_completed","crosses_attempted","passes_completion_rate","progressive_passes_completion_rate","final_3rd_passes_completion_rate","penalty_box_passes_completion_rate","crosses_completion_rate","switches_completion_rate","through_balls_completion_rate","passes_under_pressure_completion_rate","passes_completed_per90","passes_attempted_per90","progressive_passes_completed_per90","progressive_passes_attempted_per90","distanced_progressed_passes_per90","final_3rd_passes_completed_per90","final_3rd_passes_attempted_per90","penalty_box_passes_completed_per90","penalty_box_passes_attempted_per90","assists_per90","xGA_per90","key_passes_per90","short_passes_completed_per90","short_passes_attempted_per90","medium_passes_completed_per90","medium_passes_attempted_per90","long_passes_completed_per90","long_passes_attempted_per90","through_balls_completed_per90","through_balls_attempted_per90","switches_completed_per90","switches_attempted_per90","passes_under_pressure_completed_per90","passes_under_pressure_attempted_per90","crosses_completed_per90","crosses_attempted_per90","5050_completed","5050_attempted","yellow_cards","red_cards","ball_recoveries_attempted","ball_recoveries_completed","blocks_completed","blocks_SoT","clearances_completed","dribbled_past","tackles_won","tackles_attempted","errors","fouls_committed","penalties_committed","interceptions_attempted","interceptions_completed","own_goals_conceded","time_pressuring_seconds","possesion_won_defensive_3rd","possesion_won_middle_3rd","possesion_won_attacking_3rd","5050_success_rate","ball_recovery_success_rate","interception_success_rate","tackle_success_rate","5050_completed_per90","5050_attempted_per90","yellow_cards_per90","red_cards_per90","ball_recoveries_attempted_per90","ball_recoveries_completed_per90","blocks_completed_per90","blocks_SoT_per90","clearances_completed_per90","dribbled_past_per90","tackles_won_per90","tackles_attempted_per90","errors_per90","fouls_committed_per90","penalties_committed_per90","interceptions_attempted_per90","interceptions_completed_per90","own_goals_conceded_per90","time_pressuring_seconds_per90","possesion_won_defensive_3rd_per90","possesion_won_middle_3rd_per90","possesion_won_attacking_3rd_per90","carries","progressive_carries","distanced_progressed_carries","final_3rd_carries_attempted","penalty_box_carries_attempted","dribbles_completed","dribbles_attempted","times_dispossessed","miscontrols","fouls_won","penalties_won","balls_received_box","dribble_success_rate","carries_per90","progressive_carries_per90","distanced_progressed_carries_per90","final_3rd_carries_attempted_per90","penalty_box_carries_attempted_per90","dribbles_completed_per90","dribbles_attempted_per90","times_dispossessed_per90","miscontrols_per90","fouls_won_per90","penalties_won_per90","balls_received_box_per90","shots","goals","shots_off_target","blocked_shots","shots_woodwork","shots_on_target","shots_inside_box","goals_inside_box","shots_outside_box","goals_outside_box","pens_scored","pens_taken","xG","npxG","goals_direct_fk","goals_indirect_fk","goals_corners","shot_accuracy","conversion_rate","penalty_conversion_rate","inside_box_conversion_rate","outside_box_conversion_rate","outside_box_shot_rate","goals_xG_diff","shots_per90","goals_per90","shots_off_target_per90","blocked_shots_per90","shots_woodwork_per90","shots_on_target_per90","shots_inside_box_per90","goals_inside_box_per90","shots_outside_box_per90","goals_outside_box_per90","pens_scored_per90","pens_taken_per90","xG_per90","npxG_per90","goals_direct_fk_per90","goals_indirect_fk_per90","goals_corners_per90","shot_accuracy_per90","goals_xG_diff_per90","own_goals_conceded_gk","collects_completed","collects_attempted","goals_conceded_gk","sweeper","penalties_saved","penalties_faced","penalties_saved_danger","punches_completed","punches_attempted","smothers_completed","smothers_attempted","shots_saved","shots_faced_on_target","saved_danger","goals_from_gk","xG_against_gk","collect_success_rate","punch_success_rate","smother_success_rate","save_percentage","penalty_save_rate","xG_prevented","own_goals_conceded_gk_per90","collects_completed_per90","collects_attempted_per90","goals_conceded_gk_per90","sweeper_per90","penalties_saved_per90","penalties_faced_per90","penalties_saved_danger_per90","punches_completed_per90","punches_attempted_per90","smothers_completed_per90","smothers_attempted_per90","shots_saved_per90","shots_faced_on_target_per90","saved_danger_per90","goals_from_gk_per90","xG_against_gk_per90","save_percentage_per90","xG_prevented_per90","progressive_actions","distanced_progressed","passed_offside","been_offside","aerial_duel_won","aerial_duel_attempted","aerial_duel_success_rate","progressive_actions_per90","distanced_progressed_per90","passed_offside_per90","been_offside_per90","aerial_duel_won_per90","aerial_duel_attempted_per90","goals_for_on_pitch","xG_for_on_pitch","npxG_for_on_pitch","goals_against_on_pitch","xG_against_on_pitch","npxG_against_on_pitch","offsides_won_data","goals_for_counter_on_pitch","net_goals_on_pitch","net_xG_on_pitch","net_npxG_on_pitch","goals_for_on_pitch_per90","xG_for_on_pitch_per90","npxG_for_on_pitch_per90","goals_against_on_pitch_per90","xG_against_on_pitch_per90","npxG_against_on_pitch_per90","offsides_won_data_per90","goals_for_counter_on_pitch_per90","net_goals_on_pitch_per90","net_xG_on_pitch_per90","net_npxG_on_pitch_per90"
"11","Adnan Januzaj",6330,"Manchester United",166.02,5,2,3,"Center Attacking Midfield",19,36,45,7,11,134.7,3,6,3,4,0,0,0,12,15,12,14,8,9,0,2,2,2,5,6,0,0,80,63.64,50,75,0,100,0,83.33,19.52,24.4,3.79,5.96,73.02,1.63,3.25,1.63,2.17,0,0,0,6.51,8.13,6.51,7.59,4.34,4.88,0,1.08,1.08,1.08,2.71,3.25,0,0,0,0,1,0,8,6,1,0,1,1,0,0,0,4,0,0,0,0,13.21,1,4,1,0,75,0,0,0,0,0.54,0,4.34,3.25,0.54,0,0.54,0.54,0,0,0,2.17,0,0,0,0,7.16,0.54,2.17,0.54,63,7,166.5,6,1,5,10,6,3,6,0,5,50,34.15,3.79,90.26,3.25,0.54,2.71,5.42,3.25,1.63,3.25,0,2.71,4,1,3,2,0,1,3,1,1,0,0,0,0.19,0.19,0,0,0,25,25,0,33.33,0,300,0.81,2.17,0.54,1.63,1.08,0,0.54,1.63,0.54,0.54,0,0,0,0.11,0.11,0,0,0,13.55,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,301.2,2,0,0,4,0,7.59,163.28,1.08,0,0,2.17,1,0.69,0.69,1,1.08,1.08,6,0,0,-0.39,-0.39,0.54,0.37,0.37,0.54,0.58,0.58,3.25,0,0,-0.21,-0.21
"12","Adrian Mariappa",3731,"Crystal Palace",263.68,3,3,0,"Right Center Back",3,105,131,6,13,95.1,4,9,1,4,0,0,0,38,41,52,62,14,24,0,0,1,2,11,18,1,2,80.15,46.15,44.44,25,50,50,0,61.11,35.84,44.71,2.05,4.44,32.46,1.37,3.07,0.34,1.37,0,0,0,12.97,13.99,17.75,21.16,4.78,8.19,0,0,0.34,0.68,3.75,6.14,0.34,0.68,0,0,0,0,14,13,3,0,16,3,2,4,0,4,1,4,3,0,15.75,9,8,1,0,92.86,75,50,0,0,0,0,4.78,4.44,1.02,0,5.46,1.02,0.68,1.37,0,1.37,0.34,1.37,1.02,0,5.38,3.07,2.73,0.34,85,1,12.9,5,0,2,3,2,1,3,0,1,66.67,29.01,0.34,4.4,1.71,0,0.68,1.02,0.68,0.34,1.02,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,108,0,0,7,15,46.67,2.39,36.86,0,0,2.39,5.12,1,1.61,1.61,6,5.07,5.07,7,0,-5,-3.46,-3.46,0.34,0.55,0.55,2.05,1.73,1.73,2.39,0,-1.71,-1.18,-1.18
"13","Adrián",3623,"West Ham United",3102.68,32,32,0,"Goalkeeper",1,556,998,1,1,19.1,41,156,3,11,0,0,0,42,44,172,173,341,778,0,0,4,15,29,69,0,0,55.71,100,26.28,27.27,0,26.67,0,42.03,16.13,28.95,0.03,0.03,0.55,1.19,4.53,0.09,0.32,0,0,0,1.22,1.28,4.99,5.02,9.89,22.57,0,0,0.12,0.44,0.84,2,0,0,0,0,1,1,170,169,1,0,4,2,0,0,2,1,0,0,0,0,1.02,169,0,0,0,99.41,0,0,0,0,0.03,0.03,4.93,4.9,0.03,0,0.12,0.06,0,0,0.06,0.03,0,0,0,0,0.03,4.9,0,0,405,0,0,0,0,1,1,1,1,2,0,0,100,11.75,0,0,0,0,0.03,0.03,0.03,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,32,27,2,7,2,15,24,0,0,100,137,48,0,45.64,85.71,62.5,0,72.99,28.57,13.64,0,0.7,0.81,0.93,0.78,0.06,0.2,0.06,0.44,0.7,0,0,2.9,3.97,1.39,0,1.32,2.12,0.4,0,0,9,0,0,0,0,0,0,0.26,0,0,0,52,42.52,40.17,37,45.64,45.64,62,2,15,-3.12,-5.47,1.51,1.23,1.17,1.07,1.32,1.32,1.8,0.06,0.44,-0.09,-0.16
"14","Alan Hutton",9642,"Aston Villa",2510.92,28,26,2,"Right Back",2,876,1232,123,254,2543.9,80,165,40,146,1,2.03,24,408,464,350,499,102,222,1,2,9,20,89,151,21,87,71.1,48.43,48.48,27.4,24.14,45,50,58.94,31.4,44.16,4.41,9.1,91.18,2.87,5.91,1.43,5.23,0.04,0.07,0.86,14.62,16.63,12.55,17.89,3.66,7.96,0.04,0.07,0.32,0.72,3.19,5.41,0.75,3.12,0,1,7,0,100,91,77,0,69,11,34,60,1,30,1,25,17,2,166.13,51,47,18,0,91,68,56.67,0,0.04,0.25,0,3.58,3.26,2.76,0,2.47,0.39,1.22,2.15,0.04,1.08,0.04,0.9,0.61,0.07,5.95,1.83,1.68,0.65,805,90,2083.2,81,5,11,24,17,24,38,0,29,45.83,28.85,3.23,74.67,2.9,0.18,0.39,0.86,0.61,0.86,1.36,0,1.04,11,0,9,3,0,2,9,0,2,0,0,0,0.56,0.56,0,0,0,18.18,0,0,0,0,450,-0.56,0.39,0,0.32,0.11,0,0.07,0.32,0,0.07,0,0,0,0.02,0.02,0,0,0,0.65,-0.02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,4627.1,3,3,46,69,66.67,7.63,165.85,0.11,0.11,1.65,2.47,18,22.29,20.72,52,41.72,41.72,52,0,-34,-19.43,-21,0.65,0.8,0.74,1.86,1.5,1.5,1.86,0,-1.22,-0.7,-0.75
"15","Alberto Moreno",3515,"Liverpool",2740.25,32,28,4,"Left Back",6,1364,1743,178,282,3655.4,108,178,66,178,4,3.99,58,560,621,601,735,186,332,1,3,37,60,94,131,31,107,78.26,63.12,60.67,37.08,28.97,61.67,33.33,71.76,44.8,57.25,5.85,9.26,120.06,3.55,5.85,2.17,5.85,0.13,0.13,1.9,18.39,20.4,19.74,24.14,6.11,10.9,0.03,0.1,1.22,1.97,3.09,4.3,1.02,3.51,1,2,3,0,124,115,60,0,72,39,47,85,1,35,1,43,19,0,214.66,59,41,40,50,92.74,44.19,55.29,0.03,0.07,0.1,0,4.07,3.78,1.97,0,2.36,1.28,1.54,2.79,0.03,1.15,0.03,1.41,0.62,0,7.05,1.94,1.35,1.31,1159,62,1252.4,60,11,23,44,32,20,23,0,55,52.27,38.07,2.04,41.13,1.97,0.36,0.76,1.45,1.05,0.66,0.76,0,1.81,34,1,26,13,1,8,11,0,23,1,0,0,1.47,1.47,0,1,0,23.53,2.94,0,0,4.35,47.83,-0.47,1.12,0.03,0.85,0.43,0.03,0.26,0.36,0,0.76,0.03,0,0,0.05,0.05,0,0.03,0,0.77,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,4907.8,3,6,20,45,44.44,7.88,161.19,0.1,0.2,0.66,1.48,49,47.03,45.46,35,25.01,25.01,44,4,14,22.02,20.45,1.61,1.54,1.49,1.15,0.82,0.82,1.45,0.13,0.46,0.72,0.67
"16","Alberto Paloschi",6950,"Swansea City",695.8,10,7,3,"Center Forward",23,145,202,8,23,160.9,8,19,5,9,0,0.77,5,90,116,33,48,8,17,0,1,2,5,51,72,2,5,71.78,34.78,42.11,55.56,40,40,0,70.83,18.76,26.13,1.03,2.97,20.81,1.03,2.46,0.65,1.16,0,0.1,0.65,11.64,15,4.27,6.21,1.03,2.2,0,0.13,0.26,0.65,6.6,9.31,0.26,0.65,0,0,2,0,20,16,12,0,4,9,4,6,0,17,0,4,2,0,61.14,3,5,10,0,80,50,66.67,0,0,0.26,0,2.59,2.07,1.55,0,0.52,1.16,0.52,0.78,0,2.2,0,0.52,0.26,0,7.91,0.39,0.65,1.29,169,5,96.8,3,3,1,9,16,17,8,0,83,11.11,21.86,0.65,12.52,0.39,0.39,0.13,1.16,2.07,2.2,1.03,0,10.74,15,2,8,5,1,6,13,1,2,1,0,0,2.84,2.84,0,0,1,40,13.33,0,7.69,50,650,-0.84,1.94,0.26,1.03,0.65,0.13,0.78,1.68,0.13,0.26,0.13,0,0,0.37,0.37,0,0,0.13,5.17,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,257.7,0,6,10,36,27.78,1.68,33.33,0,0.78,1.29,4.66,7,8.93,8.93,12,12.02,12.02,22,0,-5,-3.1,-3.1,0.91,1.15,1.15,1.55,1.56,1.56,2.85,0,-0.65,-0.4,-0.4
"17","Aleksandar Kolarov",5596,"Manchester City",2446.48,29,25,4,"Left Back",6,1339,1774,172,280,3247.2,123,213,48,167,3,2.65,38,649,717,533,666,137,323,1,3,25,59,83,144,23,91,75.48,61.43,57.75,28.74,25.27,42.37,33.33,57.64,49.26,65.26,6.33,10.3,119.46,4.52,7.84,1.77,6.14,0.11,0.1,1.4,23.88,26.38,19.61,24.5,5.04,11.88,0.04,0.11,0.92,2.17,3.05,5.3,0.85,3.35,2,4,3,0,153,141,53,0,87,28,18,33,1,24,0,25,16,1,116.28,75,55,26,50,92.16,64,54.55,0.07,0.15,0.11,0,5.63,5.19,1.95,0,3.2,1.03,0.66,1.21,0.04,0.88,0,0.92,0.59,0.04,4.28,2.76,2.02,0.96,1224,51,958.2,46,15,21,43,27,12,32,1,34,48.84,45.03,1.88,35.25,1.69,0.55,0.77,1.58,0.99,0.44,1.18,0.04,1.25,41,3,31,13,1,10,15,3,26,0,0,1,1.89,1.11,0,0,0,24.39,7.32,0,20,0,57.69,1.11,1.51,0.11,1.14,0.48,0.04,0.37,0.55,0.11,0.96,0,0,0.04,0.07,0.04,0,0,0,0.9,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,4205.4,2,3,49,81,60.49,8.2,154.71,0.07,0.11,1.8,2.98,49,43.46,38.76,27,29.99,29.99,59,5,22,13.47,8.77,1.8,1.6,1.43,0.99,1.1,1.1,2.17,0.18,0.81,0.5,0.32
"18","Aleksandar Mitrović",4269,"Newcastle United",2376.43,34,22,12,"Center Forward",23,519,714,24,66,431.1,20,49,9,26,4,2.55,26,297,392,145,190,17,33,1,4,2,2,163,259,1,6,72.69,36.36,40.82,34.62,16.67,100,25,62.93,19.66,27.04,0.91,2.5,16.33,0.76,1.86,0.34,0.98,0.15,0.1,0.98,11.25,14.85,5.49,7.2,0.64,1.25,0.04,0.15,0.08,0.08,6.17,9.81,0.04,0.23,0,0,4,2,73,64,50,0,30,16,14,25,0,53,0,9,5,0,200.37,11,32,31,0,87.67,55.56,56,0,0,0.15,0.08,2.76,2.42,1.89,0,1.14,0.61,0.53,0.95,0,2.01,0,0.34,0.19,0,7.59,0.42,1.21,1.17,574,34,616.5,20,17,18,35,72,109,59,1,237,51.43,21.74,1.29,23.35,0.76,0.64,0.68,1.33,2.73,4.13,2.23,0.04,8.98,80,9,49,19,2,30,72,8,8,1,2,2,11.86,10.29,0,1,0,37.5,11.25,100,11.11,12.5,900,-2.86,3.03,0.34,1.86,0.72,0.08,1.14,2.73,0.3,0.3,0.04,0.08,0.08,0.45,0.39,0,0.04,0,1.42,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1047.6,2,17,134,345,38.84,2.2,39.67,0.08,0.64,5.07,13.07,31,31.33,28.98,41,39.28,39.28,44,4,-10,-7.95,-10.3,1.17,1.19,1.1,1.55,1.49,1.49,1.67,0.15,-0.38,-0.3,-0.39
"19","Alessandro Diamanti",19847,"Watford",84.92,3,0,3,"Left Wing",21,36,55,9,13,216.7,5,7,2,7,0,0.14,1,13,22,11,15,10,16,0,0,2,4,3,6,0,5,65.45,69.23,71.43,28.57,0,50,0,50,38.16,58.29,9.54,13.78,229.67,5.3,7.42,2.12,7.42,0,0.15,1.06,13.78,23.32,11.66,15.9,10.6,16.96,0,0,2.12,4.24,3.18,6.36,0,5.3,0,0,0,0,4,3,1,0,3,2,2,4,0,1,0,1,0,0,7.95,1,1,2,0,75,0,50,0,0,0,0,4.24,3.18,1.06,0,3.18,2.12,2.12,4.24,0,1.06,0,1.06,0,0,8.43,1.06,1.06,2.12,47,1,16.8,4,0,2,2,1,1,2,0,1,100,49.81,1.06,17.81,4.24,0,2.12,2.12,1.06,1.06,2.12,0,1.06,1,0,1,0,0,0,0,0,1,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,-0.02,1.06,0,1.06,0,0,0,0,0,1.06,0,0,0,0.02,0.02,0,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,233.5,0,0,0,1,0,10.6,247.48,0,0,0,1.06,1,2.03,1.25,0,0.88,0.88,2,0,1,1.16,0.37,1.06,2.16,1.33,0,0.93,0.93,2.12,0,1.06,1.22,0.39
"20","Alex Iwobi",3647,"Arsenal",656.67,13,8,5,"Left Wing",21,315,376,61,79,945.9,25,31,21,37,2,1.13,12,170,195,125,141,17,30,2,4,2,4,49,54,1,8,83.78,77.22,80.65,56.76,12.5,50,50,90.74,43.17,51.53,8.36,10.83,129.64,3.43,4.25,2.88,5.07,0.27,0.16,1.64,23.3,26.73,17.13,19.32,2.33,4.11,0.27,0.55,0.27,0.55,6.72,7.4,0.14,1.1,0,2,0,0,27,24,11,0,2,4,8,10,0,2,0,10,7,0,52.59,6,15,11,0,88.89,70,80,0,0.27,0,0,3.7,3.29,1.51,0,0.27,0.55,1.1,1.37,0,0.27,0,1.37,0.96,0,7.21,0.82,2.06,1.51,389,41,822.9,31,9,12,19,17,20,5,0,32,63.16,53.31,5.62,112.78,4.25,1.23,1.64,2.6,2.33,2.74,0.69,0,4.39,15,2,9,3,1,6,11,2,4,0,0,0,1.72,1.72,0,1,0,40,13.33,0,18.18,0,275,0.28,2.06,0.27,1.23,0.41,0.14,0.82,1.51,0.27,0.55,0,0,0,0.24,0.24,0,0.14,0,5.48,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1768.8,2,0,2,10,20,13.98,242.42,0.27,0,0.27,1.37,12,10.55,10.55,6,5.21,5.21,17,0,6,5.34,5.34,1.64,1.45,1.45,0.82,0.71,0.71,2.33,0,0.82,0.73,0.73
"21","Alex McCarthy",3619,"Crystal Palace",677.17,7,7,0,"Goalkeeper",1,98,220,0,0,0,23,65,0,1,0,0,0,4,6,19,19,75,195,0,0,3,7,1,9,0,0,44.55,0,35.38,0,0,42.86,0,11.11,13.02,29.24,0,0,0,3.06,8.64,0,0.13,0,0,0,0.53,0.8,2.53,2.53,9.97,25.92,0,0,0.4,0.93,0.13,1.2,0,0,0,0,0,0,28,28,0,0,2,1,0,0,1,0,0,0,0,0,0.46,28,0,0,0,100,0,0,0,0,0,0,3.72,3.72,0,0,0.27,0.13,0,0,0.13,0,0,0,0,0,0.06,3.72,0,0,86,0,0,0,0,0,0,0,0,1,0,0,0,11.43,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,1,0,1,0,1,4,0,0,33,40,12,0,12.6,100,25,0,82.5,0,6.6,0,0.53,0.53,0.8,0.13,0,0.13,0,0.13,0.53,0,0,4.39,5.32,1.59,0,1.67,10.96,0.88,0,0,2,0,0,0,0,0,0,0.27,0,0,0,9,8.52,8.52,7,12.6,12.6,12,0,2,-4.08,-4.08,1.2,1.13,1.13,0.93,1.67,1.67,1.59,0,0.27,-0.54,-0.54
"22","Alex Oxlade-Chamberlain",3525,"Arsenal",1010.37,22,9,13,"Right Wing",17,378,495,52,87,958.6,33,48,28,61,0,2.18,17,158,190,152,189,59,90,2,3,17,25,41,62,9,31,76.36,59.77,68.75,45.9,29.03,68,66.67,66.13,33.67,44.09,4.63,7.75,85.39,2.94,4.28,2.49,5.43,0,0.19,1.51,14.07,16.92,13.54,16.84,5.26,8.02,0.18,0.27,1.51,2.23,3.65,5.52,0.8,2.76,0,0,0,0,65,57,28,0,5,19,18,24,0,10,0,11,7,0,96.1,19,22,25,0,87.69,63.64,75,0,0,0,0,5.79,5.08,2.49,0,0.45,1.69,1.6,2.14,0,0.89,0,0.98,0.62,0,8.56,1.69,1.96,2.23,520,62,1262.3,50,16,36,50,30,26,16,0,36,72,46.32,5.52,112.44,4.45,1.43,3.21,4.45,2.67,2.32,1.43,0,3.21,23,1,18,11,1,5,13,1,10,0,0,0,1.48,1.48,0,0,0,21.74,4.35,0,7.69,0,130,-0.48,2.05,0.09,1.6,0.98,0.09,0.45,1.16,0.09,0.89,0,0,0,0.13,0.13,0,0,0,1.94,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2220.9,0,2,14,21,66.67,10.15,197.83,0,0.18,1.25,1.87,11,13.79,13.79,9,10.1,10.1,27,0,2,3.69,3.69,0.98,1.23,1.23,0.8,0.9,0.9,2.41,0,0.18,0.33,0.33
"23","Alex Pritchard",3656,"Tottenham Hotspur",13.08,1,0,1,"Center Attacking Midfield",19,4,4,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,27.52,27.52,0,0,0,0,0,0,0,0,0,0,13.76,13.76,13.76,13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.85,1,0,0,0,100,0,0,0,0,0,0,6.88,6.88,0,0,0,0,0,0,0,6.88,0,0,0,0,19.59,6.88,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,20.64,0,0,0,0,0,0,0,0,0,0,6.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.88,0,0,0,0,0.1,0.1,0,0,0,-0.1,-0.1,0,0,0,0,0.68,0.68,0,0,0,-0.68,-0.68
"24","Alex Pritchard",3656,"West Bromwich Albion",77.97,2,0,2,"Right Wing",17,20,28,2,4,25,3,4,0,5,0,0,0,14,17,5,8,0,1,0,0,0,0,7,9,0,0,71.43,50,75,0,0,0,0,77.78,23.09,32.32,2.31,4.62,28.86,3.46,4.62,0,5.77,0,0,0,16.16,19.62,5.77,9.23,0,1.15,0,0,0,0,8.08,10.39,0,0,0,0,0,0,8,8,1,0,0,1,0,2,0,1,0,2,2,0,6.76,4,4,2,0,100,100,0,0,0,0,0,9.23,9.23,1.15,0,0,1.15,0,2.31,0,1.15,0,2.31,2.31,0,7.8,4.62,4.62,2.31,30,1,15.4,2,0,3,6,1,2,2,0,0,50,34.63,1.15,17.78,2.31,0,3.46,6.93,1.15,2.31,2.31,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,-0.09,2.31,0,2.31,0,0,0,0,0,2.31,0,0,0,0.11,0.11,0,0,0,0,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40.4,0,0,0,1,0,3.46,46.64,0,0,0,1.15,0,0.36,0.36,0,1.05,1.05,0,0,0,-0.69,-0.69,0,0.42,0.42,0,1.21,1.21,0,0,0,-0.79,-0.79
"25","Alexander Tettey",9463,"Norwich City",2069.17,23,23,0,"Right Defensive Midfield",9,920,1097,72,132,1363.3,67,119,2,11,0,0.17,6,403,456,379,443,122,163,0,1,13,16,130,165,0,1,83.87,54.55,56.3,18.18,0,81.25,0,78.79,40.02,47.71,3.13,5.74,59.3,2.91,5.18,0.09,0.48,0,0.01,0.26,17.53,19.83,16.48,19.27,5.31,7.09,0,0.04,0.57,0.7,5.65,7.18,0,0.04,0,1,10,0,136,128,33,0,67,31,31,51,0,47,1,16,14,0,165.83,42,92,18,0,94.12,87.5,60.78,0,0.04,0.43,0,5.92,5.57,1.44,0,2.91,1.35,1.35,2.22,0,2.04,0.04,0.7,0.61,0,7.21,1.83,4,0.78,767,30,564.1,32,1,19,24,18,10,11,0,5,79.17,33.36,1.3,24.54,1.39,0.04,0.83,1.04,0.78,0.43,0.48,0,0.22,20,2,17,5,0,3,3,1,17,1,0,0,0.85,0.85,0,0,0,15,10,0,33.33,5.88,17.65,1.15,0.87,0.09,0.74,0.22,0,0.13,0.13,0.04,0.74,0.04,0,0,0.04,0.04,0,0,0,0.65,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1927.4,3,0,40,66,60.61,4.44,83.83,0.13,0,1.74,2.87,22,21.95,21.95,36,36.45,36.45,41,2,-14,-14.5,-14.5,0.96,0.95,0.95,1.57,1.59,1.59,1.78,0.09,-0.61,-0.63,-0.63
